,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,created_at
71,AltagraciaJar,Todos se sienten orgullusos de ser del norte... Yo veo a Nuevo León y me da pena ajena. 🤦‍♂️,Sonora,1741,1426,13,10,"Quién fue más sanguinario, @AlvaroUribeVel de Colmbia o @FelipeCalderon de México?

#PetroPresidenteEnPrimera #ColombiaConPetro #EleccionesColombia #ElCambioEnPrimera #ColombiaConPetro #YoVotoPetroPresidente

*Vamos Petrosky! Obviosky! :`) https://t.co/q7xq3pIzEG",['PetroPresidenteEnPrimera'],2022-05-31 02:20:44+00:00
72,AnaSalgueroN,En algún momento todo será balance ❤,Hermosillo,738,776,16,10,"Quién fue más sanguinario, @AlvaroUribeVel de Colmbia o @FelipeCalderon de México?

#PetroPresidenteEnPrimera #ColombiaConPetro #EleccionesColombia #ElCambioEnPrimera #ColombiaConPetro #YoVotoPetroPresidente

*Vamos Petrosky! Obviosky! :`) https://t.co/q7xq3pIzEG",['PetroPresidenteEnPrimera'],2022-05-31 02:20:44+00:00
73,ALEX_JYYY,😷✌,,2084,39,167898,13,"🇨🇴- Gustavo Petro en la primera vuelta 

2010🔴 9.1% 
2018🔴 25.1%
2022🔴 40.3% 

#EleccionesColombia",['EleccionesColombia'],2022-05-31 02:20:42+00:00
74,FlorPer53753396,,,231,118,11667,5,Yo NO votaré en BLANCO #SegundaVuelta #NoAlVotoEnBlanco #EleccionesColombia pero a partir de mañana me disfrutaré cada encuesta que ponga a RH por encima del Señor de las Bolsas 😂😂😂 será apoteosica la #LloratonMamerta @coherenciaporf @OsSuaxeneyer @GalloMatrix01 https://t.co/VeBpKJqYl9,"['SegundaVuelta', 'NoAlVotoEnBlanco', 'EleccionesColombia']",2022-05-31 02:20:42+00:00
75,alejand63190676,,,11,0,2,0,REACCIONEN BOBOS HPTS QUE EL PAIS ESTA EN JUEGO #PetroPresidente2022  #EleccionesColombia #CORRUPCION,"['PetroPresidente2022', 'EleccionesColombia', 'CORRUPCION']",2022-05-31 02:20:38+00:00
76,AlexMartinez108,Colombiano. Negociador Internacional y Economista.,Bogota colombia,1688,522,27678,53,"🇨🇴🗳️ #EleccionesColombia 
Gustavo Petro fue el candidato más votado en 18 de las 20 localidades. 
Federico Gutiérrez, quien quedó en tercer lugar en la votación general de la capital, encabezó la elección en Usaquén y Chapinero. https://t.co/fxgUwTkW7C",['EleccionesColombia'],2022-05-31 02:20:36+00:00
77,carmenpuntoco,"Invitados a conectarse a @Noti_Space #VozParaTodos.

Pseudoperiodistas: no piensen por mi, que yo solo necesito argumentos para sacar mis propias conclusiones",,3630,2162,31822,757,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-31 02:20:28+00:00
78,elmacuto1,"AntiChabestia y AntiMaburrista! y seguro soy más socialista!!Creo en el Porvenir de la VIDA
, TSU ADM",charallave edo miranda,1705,964,264373,10,"#30May #EleccionesColombia 
@OrlvndoA: ""Con respecto a Venezuela: 

Cualquiera de los dos candidatos que quede en las elecciones de Colombia restableceré las relaciones con el régimen de Nicolás Maduro. 

Sin embargo, solo Petro es garantía de una alianza con Maduro.""","['30May', 'EleccionesColombia']",2022-05-31 02:20:27+00:00
79,davidherrera86,Politólogo. Cineasta. Especialista en TV y OTT,Colombia,790,1657,1145,0,"Error monumental: Pensar que Twitter monta presidentes en Colombia. El 99% de la población no entra a Twitter, y mucho menos lee prensa digital. #EleccionesColombia #ColombiaVota #petro #rodolfo","['EleccionesColombia', 'ColombiaVota', 'petro', 'rodolfo']",2022-05-31 02:20:26+00:00
80,Dian_ovl,Hechicera,,63,26,1206,2441,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-31 02:20:26+00:00
81,trogfregon,"Papá de  VALENTINA! Amor puro.
Te heredare el amor por Millos, por la música, por #WWERAW #SMACKDOWN #WWENXT. Colombiano en México #UBMEXCOL. #WWEColombia",Bogotá X México,2010,869,42328,0,"Nos sorprendiamos de la situación política del Perú y estamos a nadita de estar como ellos

#EleccionesColombia",['EleccionesColombia'],2022-05-31 02:20:24+00:00
82,Francorassta,,,877,804,37627,14,Entonces el Ministro del Interior estuvo ayer en la sede de campaña (derrota) de ‘Fico’ Gutiérrez. Hasta el último momento el Gobierno Duque violando la ley participando abiertamente en política electoral. Ya van de salida y están desesperados #EleccionesColombia.,[],2022-05-31 02:20:23+00:00
83,tallo1969,mamertismo duro y puro.,,1624,982,68158,659,"Señor @petrogustavo y señora @FranciaMarquezM. Ponemos a su disposición, todos nuestros conocimientos en materia de comunicación. Creemos en usted, en su campaña está el cambio. No más continuismo. #PetroPresidente2022 #EleccionesColombia",[],2022-05-31 02:20:23+00:00
84,Martingarcia64,"Abogado - Universidad Libre Seccional Cúcuta
Especialista en Derecho Penal - Universidad Autónoma de Bucaramanga","Cúcuta, Colombia",798,561,32303,2,"Alguien sabe cómo van los escrutinios?
Sí fue cierto ese 40% de Petro y ese 28% de Rodolfo?
#EleccionesColombia",['EleccionesColombia'],2022-05-31 02:20:22+00:00
85,Veedor_Clic,"soy de Caracas, envuelto en el boom del aerosol durante las protestas, mis piezas en su mayoría satíricas, cultura pop y étnicas",,369,44,3561,2441,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-31 02:20:15+00:00
86,jhoannacastro17,Constructora de la Paz. Estoy convencida que muy pronto lograremos una Colombia mejor.,"Bogotá, D.C., Colombia",315,395,6820,109,"He ejercido mi derecho al voto y lo he hecho para que Colombia tenga un gobierno de paz, de justicia y bienestar para las mayorias.

Les invito a votar por Gustavo Petro y Francia Márquez. #EleccionesColombia https://t.co/REflvTjffS",[],2022-05-31 02:20:12+00:00
87,elcenaculo,"https://t.co/A1iykf0vjH...  ""EL AMOR DE MARIA DIRECTO A TU CORAZÓN"",","Bogotá, Colombia",983,1511,140432,71,#Elecciones2022🗳️ | ¿Gustavo Petro (@petrogustavo)  Rodolfo Hernández (@ingrodolfohdez) o el voto en blanco? Cuéntenos cómo piensa votar en la segunda vuelta presidencial del próximo domingo 19 de junio. #EleccionesColombia,['Elecciones2022'],2022-05-31 02:20:11+00:00
88,hey_25quehace,"Love 🐱🚲
Próximamente abogada.
Capricornio ♑
Noble pero con un carácter de 💩","Bogotá, Colombia",482,248,34650,1436,"#LaPrimeraVueltaFue al parecer un robo, boletines q informan en lo medios desde la app de la Registraduría presuntamente no contenían la información real, fuente de la entidad denuncia en el vídeo. Rodolfo NO tiene 5' de votos @petrogustavo @GustavoBolivar 
#EleccionesColombia https://t.co/kv11f2b587",['LaPrimeraVueltaFue'],2022-05-31 02:20:06+00:00
89,laopinioncucuta,El diario de los nortesantandereanos. El principal medio de comunicación de la región y la frontera colombo-venezolana.,"Cúcuta, Colombia",1081,176836,215810,0,#ColombiaDecide #EleccionesColombia  | Estas personas debieron firmar un acta de supervivencia que los excluye de la base de datos de las personas desaparecidas.  https://t.co/9R1gpFCuKv,"['ColombiaDecide', 'EleccionesColombia']",2022-05-31 02:20:00+00:00
90,RevistaSemana,Periodismo con carácter.,Colombia,38,4933542,443588,0,“Afortunadamente Venezuela no depende de quien gane en Colombia”: Diosdado Cabello | #EleccionesColombia #ColombiaVota2022   https://t.co/DJwEC3LUY2,"['EleccionesColombia', 'ColombiaVota2022']",2022-05-31 02:19:52+00:00
91,diekkoto,"Si fuera música sería blues rock, si fuera cine sería un thriller psicológico",Bogotá,3389,695,8159,757,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-31 02:19:51+00:00
92,gudaris,,Venezuela,28,100,26803,30,"Un mazazo al uribismo tras 20 años en el poder: Federico Gutiérrez, tras ser derrotado, da su apoyo a Rodolfo Hernández #EleccionesColombia 🇨🇴https://t.co/6HszovuJ5N (🗞 @elpais_america )",[],2022-05-31 02:19:48+00:00
93,Dajelo60,,,58,19,2089,954,"Se los pongo en criollo, para que se entienda: pueden poner un pastor alemán en segunda vuelta contra @petrogustavo y el 99% de los que fuimos con @FicoGutierrez nos vamos con el pastor alemán. Esto es todos contra Petro, punto #CualquieraMenosPetro #EleccionesColombia",[],2022-05-31 02:19:45+00:00
94,Mareas133,,,1298,955,29525,14,Entonces el Ministro del Interior estuvo ayer en la sede de campaña (derrota) de ‘Fico’ Gutiérrez. Hasta el último momento el Gobierno Duque violando la ley participando abiertamente en política electoral. Ya van de salida y están desesperados #EleccionesColombia.,[],2022-05-31 02:19:45+00:00
95,JesusCalderonM4,!Me siento feliz porque toda mi familia está bendecida por Dios y la Virgen María?,,160,22,2888,6,#EleccionesColombia | La sencilla celebración de Rodolfo Hernández tras pasar a segunda vuelta | #ColombiaVota2022 | #PetroORodolfo https://t.co/rC387ryXOc,"['EleccionesColombia', 'ColombiaVota2022']",2022-05-31 02:19:42+00:00
96,Enrique41Garcia,Sacerdote,"Caucasia, Antioquia. S.Corazón",1933,2196,142217,954,"Se los pongo en criollo, para que se entienda: pueden poner un pastor alemán en segunda vuelta contra @petrogustavo y el 99% de los que fuimos con @FicoGutierrez nos vamos con el pastor alemán. Esto es todos contra Petro, punto #CualquieraMenosPetro #EleccionesColombia",[],2022-05-31 02:19:38+00:00
97,MarinaMontes10,,,1907,385,66247,7,Rodolfo Hernández hizo una lista de sus 20 diferencias con el uribismo | #EleccionesColombia #ColombiaVota2022 #PetroORodolfo  https://t.co/CwngyUuxa5,"['EleccionesColombia', 'ColombiaVota2022']",2022-05-31 02:19:35+00:00
98,wmcano07,progresista antiuribista al 100%,,388,192,755,757,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-31 02:19:32+00:00
99,RocioBermeo9,,,750,495,44821,954,"Se los pongo en criollo, para que se entienda: pueden poner un pastor alemán en segunda vuelta contra @petrogustavo y el 99% de los que fuimos con @FicoGutierrez nos vamos con el pastor alemán. Esto es todos contra Petro, punto #CualquieraMenosPetro #EleccionesColombia",[],2022-05-31 02:19:30+00:00
100,fredyhcar,,,2811,2779,145577,481,“No duda: ingeniero mejor que guerrillero”: la fuerte frase de Juan Carlos Echeverry | #EleccionesColombia #ColombiaVota2022  https://t.co/oEOiHbBXn8,['EleccionesColombia'],2022-05-31 02:19:29+00:00
101,martingarciada6,"Soy actor, cantante, hago lo que quiero.",,3703,1957,26605,64,"✅ La misión de observación internacional de Foro Madrid ya está trasladándose hacia los centros de votación.

Estaremos presentes en más de una docena de centros en 3 ciudades: Santa Marta, Cali y Bogotá.

#EleccionesColombia https://t.co/iUrSXZHBY6",[],2022-05-31 02:19:21+00:00
102,MencoMike,cansado de que los políticos y gobernantes crean que todos los colombianos somos ignorantes...,,1664,1409,60111,5,"#EleccionesColombia así se ensilla al caballo bueno , con él preceso en la fiscalía , Barbosa le quita la imputación y el ingeniero se entrega al uribismo , fico es lo peor",['EleccionesColombia'],2022-05-31 02:19:19+00:00
103,1946AngelsdeLuz,,"New Jersey, USA",183,125,9137,385,"ÚLTIMA HORA | Fico Gutiérrez reconoce su derrota y ofrece su apoyo a Rodolfo Hernández: ""No queremos perder el país"" #EleccionesColombia https://t.co/2UzCqJ3JmL",[],2022-05-31 02:19:11+00:00
104,macor972,"DEMOCRACIA  EN LA TIERRA, CREO EN DIOS TODOPODEROSO. ANTICOMUNISTA/ANTICASTRISTA",EL MUNDO,2008,1094,251405,481,“No duda: ingeniero mejor que guerrillero”: la fuerte frase de Juan Carlos Echeverry | #EleccionesColombia #ColombiaVota2022  https://t.co/oEOiHbBXn8,['EleccionesColombia'],2022-05-31 02:19:07+00:00
105,guillo_m2005,,"Pereira, Colombia",247,620,68871,6,#EleccionesColombia | La sencilla celebración de Rodolfo Hernández tras pasar a segunda vuelta | #ColombiaVota2022 | #PetroORodolfo https://t.co/rC387ryXOc,"['EleccionesColombia', 'ColombiaVota2022']",2022-05-31 02:19:03+00:00
106,abq0039,,,4994,2471,60775,7,"Después de que @ISAZULETA acabara la imagen de @sergio_fajardo con esa campaña sucia que lo dejó quemado… ahora le están rogando que apoye a ese Pacto Criminal

#EleccionesColombia",[],2022-05-31 02:19:00+00:00
107,lladi1,Amante de la libertad plena,,122,37,700,2441,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-31 02:18:51+00:00
108,nuribelp,Licenciada en Educación Integral,Venezuela,2885,1225,139360,2441,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-31 02:18:50+00:00
109,PatriciaPotes2,,Estados Unidos,326,261,18230,757,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-31 02:18:41+00:00
110,XiomaSnchez1,"Madre de tres hermosos tesoros,anticomunista y defensora de la libertad y el respeto a la vida,🌹🌹🥂",,2630,2628,124031,954,"Se los pongo en criollo, para que se entienda: pueden poner un pastor alemán en segunda vuelta contra @petrogustavo y el 99% de los que fuimos con @FicoGutierrez nos vamos con el pastor alemán. Esto es todos contra Petro, punto #CualquieraMenosPetro #EleccionesColombia",[],2022-05-31 02:18:37+00:00
111,martinjc153,,,137,15,474,2441,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-31 02:18:25+00:00
112,JavierT81631348,,,13,0,22,3143,"Ayer, en las #EleccionesColombia, casi 6 millones votaron en contra de lo que nos divide, y a favor de lo que nos une: el deseo de que Colombia sea un país sin odios, sin ladrones, sin pobreza. Un país del que nadie se quiera ir. #ColombiaEsRodolfo #RodolfoPresidente",['EleccionesColombia'],2022-05-31 02:18:20+00:00
113,SantiaguiV,,,692,110,3347,757,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-31 02:18:01+00:00
114,MileidyBetanco6,"PhD Candidate. I'm interesting in behavioral ecology, Neotropical Poison Frogs and conservation",,206,137,306,757,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-31 02:18:00+00:00
115,DdhhMilena,DDHH,,842,1003,58396,1436,"#LaPrimeraVueltaFue al parecer un robo, boletines q informan en lo medios desde la app de la Registraduría presuntamente no contenían la información real, fuente de la entidad denuncia en el vídeo. Rodolfo NO tiene 5' de votos @petrogustavo @GustavoBolivar 
#EleccionesColombia https://t.co/kv11f2b587",['LaPrimeraVueltaFue'],2022-05-31 02:17:56+00:00
116,elbanroa,Sí,,5000,1295,3434,53,"🇨🇴🗳️ #EleccionesColombia 
Gustavo Petro fue el candidato más votado en 18 de las 20 localidades. 
Federico Gutiérrez, quien quedó en tercer lugar en la votación general de la capital, encabezó la elección en Usaquén y Chapinero. https://t.co/fxgUwTkW7C",['EleccionesColombia'],2022-05-31 02:17:56+00:00
117,LaMamaDeLaFoca,"OIF OEF GWOT VET - Corpsman - Different Breed - Father - Dog Lover, Immigrant, Galan de Vereda, No Party Affiliation & I VOTE - Sometimes I Support What I Tweet",Global,543,653,161961,0,"FACT:

El establecimiento ha demostrado que su unica ideologia es no dejar avanzar a los colombianos para sostener el Statu Quo.

#ColombiaDecide  #EleccionesColombia","['ColombiaDecide', 'EleccionesColombia']",2022-05-31 02:17:56+00:00
118,metusen62,,,74,97,19099,2441,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-31 02:17:50+00:00
119,giacope1977,"Oficial de la Reserva Activa del Ejército Nacional de Colombia, del arma de Ingenieros Militares - Llanero.
Dios y Victoria; 
Honor, Familia, Patria y Ejército",,3367,3031,11430,140,"Y para qué necesitamos el plan de gobierno del viejito Rodolfo, si nos sabemos de memoria el de Petro?

#CualquieraMenosPetro #EleccionesColombia",[],2022-05-31 02:17:43+00:00
